1572639700,status:::stop
1572639713,Tommy_Vercetti/Seiltaenzer/01_Prolog_Geburt.mp3
1572639713,Tommy_Vercetti/Seiltaenzer/01_Prolog_Geburt.mp3
1572639952,Tommy_Vercetti/Seiltaenzer/02_Bebe_Skit.mp3
1572639981,Tommy_Vercetti/Seiltaenzer/03_Wiisses_Blatt_Kind.mp3
1572640203,Tommy_Vercetti/Seiltaenzer/04_Dritti_Hand_Medien.mp3
1572640406,Tommy_Vercetti/Seiltaenzer/05_Vergissmeinnicht_Arbeit.mp3
1572640801,Tommy_Vercetti/Seiltaenzer/06_Rum_Cola_Skit.mp3
1572640908,Tommy_Vercetti/Seiltaenzer/07_Blasses_Rot_Macht.mp3
1572641171,Tommy_Vercetti/Seiltaenzer/08_Hingerem_Spiagu_Rollen.mp3
1572641327,status:::pause
1572642643,Tommy_Vercetti/Seiltaenzer/08_Hingerem_Spiagu_Rollen.mp3
1572642647,status:::stop
